seq_id,position,position_bucket,token_id,logratio_bf16,logratio_fp32,truncated,completion_len
0,0,0-64,1249,-0.00890342891216278,-0.019786760210990906,True,128
0,1,0-64,1477,-0.05219775438308716,0.01432102918624878,True,128
0,2,0-64,279,-0.048378944396972656,-0.11989879608154297,True,128
0,3,0-64,2790,0.0025393879041075706,0.00038026925176382065,True,128
0,4,0-64,1372,5.221230458118953e-05,-1.1934571375604719e-06,True,128
0,5,0-64,315,5.602820692729438e-06,-1.1922520570806228e-07,True,128
0,6,0-64,26111,0.0009335688664577901,-0.00010784348705783486,True,128
0,7,0-64,41601,0.05810408294200897,-0.0009893923997879028,True,128
0,8,0-64,685,4.768370445162873e-07,4.768370445162873e-07,True,128
0,9,0-64,6088,1.4305104514278355e-06,1.4305104514278355e-06,True,128
0,10,0-64,304,0.022281773388385773,-0.0030211135745048523,True,128
0,11,0-64,5813,0.01276418287307024,0.00014707166701555252,True,128
0,12,0-64,323,1.7046782886609435e-05,-2.026703441515565e-06,True,128
0,13,0-64,3217,2.7656173188006505e-05,-2.8614049369934946e-06,True,128
0,14,0-64,11,0.0021802245173603296,-0.00017344369553029537,True,128
0,15,0-64,582,-0.020278222858905792,0.005478613078594208,True,128
0,16,0-64,1191,0.023536205291748047,0.03542470932006836,True,128
0,17,0-64,553,0.017766043543815613,-0.0120820552110672,True,128
0,18,0-64,24588,0.015598535537719727,-0.11361098289489746,True,128
0,19,0-64,279,-0.04444462060928345,-0.015060007572174072,True,128
0,20,0-64,1372,0.02876901999115944,-0.001615043729543686,True,128
0,21,0-64,315,0.02219351753592491,-0.002485666424036026,True,128
0,22,0-64,26111,0.0054294029250741005,0.0001079002395272255,True,128
0,23,0-64,6088,0.0019825398921966553,0.004011958837509155,True,128
0,24,0-64,304,0.032251209020614624,-0.004831463098526001,True,128
0,25,0-64,1817,0.050569407641887665,-0.0036317184567451477,True,128
0,26,0-64,2254,0.00030429501202888787,6.015438702888787e-05,True,128
0,27,0-64,382,0.011218070983886719,0.03119945526123047,True,128
0,28,0-64,5338,0.11511456966400146,0.0762714147567749,True,128
0,29,0-64,11,0.008129129186272621,0.00042153336107730865,True,128
0,30,0-64,582,0.008215859532356262,0.008151009678840637,True,128
0,31,0-64,1414,-0.058479562401771545,0.0010640472173690796,True,128
0,32,0-64,429,0.024897590279579163,-0.013360008597373962,True,128
0,33,0-64,41601,0.06091438606381416,-0.0018602721393108368,True,128
0,34,0-64,685,3.576278118089249e-07,3.576278118089249e-07,True,128
0,35,0-64,6088,8.821448318485636e-06,1.1920537872356363e-06,True,128
0,36,0-64,220,-0.026225313544273376,0.006071820855140686,True,128
0,37,0-64,19,2.109982233378105e-05,-1.7883612599689513e-06,True,128
0,38,0-64,23,3.933898824470816e-06,1.1920155884581618e-07,True,128
0,39,0-64,26111,0.00023052419419400394,2.262319321744144e-05,True,128
0,40,0-64,304,0.07014863193035126,0.01049630343914032,True,128
0,41,0-64,5813,0.0004332319076638669,3.650339203886688e-05,True,128
0,42,0-64,382,-0.04930150508880615,0.06432688236236572,True,128
0,43,0-64,5847,0.040913160890340805,0.0011354051530361176,True,128
0,44,0-64,11,0.0009242791566066444,-7.84930307418108e-07,True,128
0,45,0-64,582,0.04807233437895775,-0.0010647810995578766,True,128
0,46,0-64,1184,0.025742411613464355,-0.01644432544708252,True,128
0,47,0-64,311,9.894321920000948e-06,-1.549769876874052e-06,True,128
0,48,0-64,11047,-0.03667759895324707,-0.03202939033508301,True,128
0,49,0-64,279,0.017751678824424744,-0.0018177181482315063,True,128
0,50,0-64,1372,0.0006308949086815119,-0.00012441514991223812,True,128
0,51,0-64,315,0.0002236116270069033,3.669146099127829e-05,True,128
0,52,0-64,26111,0.00010394509445177391,2.8556169127114117e-06,True,128
0,53,0-64,6088,-0.04607698321342468,-0.015090197324752808,True,128
0,54,0-64,304,3.182837463100441e-05,-6.318598025245592e-06,True,128
0,55,0-64,3217,3.707340147229843e-05,-1.0735711839515716e-06,True,128
0,56,0-64,13,0.011802840046584606,-0.002315354533493519,True,128
0,57,0-64,10548,-0.06040671467781067,-0.013447791337966919,True,128
0,58,0-64,311,1.490105023549404e-05,-3.5773882700596005e-07,True,128
0,59,0-64,279,2.50339189733495e-06,-1.31130536829005e-06,True,128
0,60,0-64,3491,0.034389302134513855,-0.001529887318611145,True,128
0,61,0-64,11,0.004345023538917303,9.735813364386559e-05,True,128
0,62,0-64,1340,0.021715611219406128,0.029985874891281128,True,128
0,63,0-64,6088,0.00011896379146492109,4.522873496171087e-06,True,128
0,64,64-128,4279,0.0009943069890141487,-7.380824536085129e-05,True,128
0,65,64-128,438,0.0003522014303598553,3.5581557312980294e-05,True,128
0,66,64-128,1657,5.602820692729438e-06,-2.0265738385205623e-06,True,128
0,67,64-128,26111,0.0008485292200930417,-0.00012803327990695834,True,128
0,68,64-128,304,0.007620549760758877,0.0011927848681807518,True,128
0,69,64-128,3217,4.160317621426657e-05,-7.987888238858432e-06,True,128
0,70,64-128,438,0.007821409963071346,0.0009511401876807213,True,128
0,71,64-128,304,0.14322805404663086,0.10206937789916992,True,128
0,72,64-128,5813,2.586808113846928e-05,-8.347997209057212e-07,True,128
0,73,64-128,13,0.042470261454582214,-0.0034777671098709106,True,128
0,74,64-128,15277,-0.08017995953559875,-0.01530340313911438,True,128
0,75,64-128,11,0.016076814383268356,-0.0012495405972003937,True,128
0,76,64-128,582,0.01033109426498413,-0.004527151584625244,True,128
