seq_id,position,position_bucket,token_id,logratio_bf16,logratio_fp32,truncated,completion_len
0,0,0-64,1249,-0.10984659194946289,-0.22170114517211914,False,142
0,1,0-64,1477,0.09726721048355103,0.15255171060562134,False,142
0,2,0-64,700,0.01088935136795044,-0.00871056318283081,False,142
0,3,0-64,1246,0.019159972667694092,0.002543151378631592,False,142
0,4,0-64,1657,0.0008511496125720441,-7.582182297483087e-05,False,142
0,5,0-64,1185,0.09280061721801758,-0.22937536239624023,False,142
0,6,0-64,2807,-0.034968212246894836,-0.02557070553302765,False,142
0,7,0-64,819,-0.027043171226978302,0.00911443680524826,False,142
0,8,0-64,41601,0.013950139284133911,0.007768422365188599,False,142
0,9,0-64,685,3.683499380713329e-05,3.302029654150829e-05,False,142
0,10,0-64,6088,0.0005470209871418774,0.00011023815022781491,False,142
0,11,0-64,30055,0.08130288124084473,0.08140397071838379,False,142
0,12,0-64,304,0.0049887229688465595,0.0019331504590809345,False,142
0,13,0-64,5813,0.0017272805562242866,0.00023001187946647406,False,142
0,14,0-64,323,3.611976353568025e-05,1.323157994193025e-05,False,142
0,15,0-64,3217,0.0009832315845414996,0.0004053049487993121,False,142
0,16,0-64,11,0.014711824245750904,0.001112428493797779,False,142
0,17,0-64,1077,-0.07824450731277466,-0.13073855638504028,False,142
0,18,0-64,594,0.002957139629870653,0.0008399826474487782,False,142
0,19,0-64,1795,-0.0719904899597168,0.17816972732543945,False,142
0,20,0-64,1493,0.062230706214904785,0.06083261966705322,False,142
0,21,0-64,7354,0.0013000854523852468,0.00027393188793212175,False,142
0,22,0-64,1447,0.00270263385027647,-0.0004177885130047798,False,142
0,23,0-64,16,0.016019683331251144,-0.0001355595886707306,False,142
0,24,0-64,13,2.2053474822314456e-05,4.887337127001956e-06,False,142
0,25,0-64,3070,0.01770511269569397,-0.0744083821773529,False,142
0,26,0-64,54012,0.10473060607910156,-0.15158462524414062,False,142
0,27,0-64,26111,-0.054862260818481445,-0.0010387897491455078,False,142
0,28,0-64,304,0.0013153243344277143,3.068475052714348e-06,False,142
0,29,0-64,5813,0.0014648432843387127,0.0003204341046512127,False,142
0,30,0-64,66963,0.05667519569396973,-0.009238958358764648,False,142
0,31,0-64,2932,-0.04056048393249512,0.002404451370239258,False,142
0,32,0-64,6088,0.0002829628065228462,4.835892468690872e-05,False,142
0,33,0-64,220,0.03862755000591278,-0.009113386273384094,False,142
0,34,0-64,19,3.58813522325363e-05,1.68078659044113e-05,False,142
0,35,0-64,23,0.0001958416833076626,0.0001061962975654751,False,142
0,36,0-64,26111,0.0612797737121582,0.07564401626586914,False,142
0,37,0-64,382,0.1176443099975586,-0.2826395034790039,False,142
0,38,0-64,17,0.00708981417119503,-0.0003888998180627823,False,142
0,39,0-64,13,1.168244216387393e-05,2.1456989998114295e-06,False,142
0,40,0-64,3070,0.0006112375995144248,0.0001878062030300498,False,142
0,41,0-64,54012,0.03432456776499748,0.016664426773786545,False,142
0,42,0-64,26111,0.03515788912773132,0.04297611117362976,False,142
0,43,0-64,304,3.93382906622719e-05,1.6450107068521902e-05,False,142
0,44,0-64,3217,7.295342220459133e-05,2.3362357751466334e-05,False,142
0,45,0-64,66963,0.0014197280397638679,-9.470677468925714e-05,False,142
0,46,0-64,2932,-0.04885442554950714,0.0009636133909225464,False,142
0,47,0-64,6088,0.0009941878961399198,-1.4480901882052422e-06,False,142
0,48,0-64,4279,0.0008087463211268187,0.00021746824495494366,False,142
0,49,0-64,438,0.04739462211728096,0.005566466599702835,False,142
