seq_id,position,position_bucket,token_id,logratio_bf16,logratio_fp32,truncated,completion_len
0,0,0-64,8304,0.030521392822265625,-0.02648162841796875,False,109
0,1,0-64,220,0.0010344398906454444,0.00011128315236419439,False,109
0,2,0-64,16,2.038458114839159e-05,1.656988388276659e-05,False,109
0,3,0-64,25,0.00047922570956870914,0.00030565698398277164,False,109
0,4,0-64,20517,0.05382871627807617,-0.0925145149230957,False,109
0,5,0-64,279,0.055734697729349136,-0.00013345107436180115,False,109
0,6,0-64,1372,0.003968341741710901,0.0007449225522577763,False,109
0,7,0-64,315,0.0002450642641633749,5.62367495149374e-05,False,109
0,8,0-64,26111,0.02197173424065113,0.008807213976979256,False,109
0,9,0-64,6088,0.005705500021576881,-0.0012219902127981186,False,109
0,10,0-64,304,0.005514765623956919,0.002014780882745981,False,109
0,11,0-64,3217,0.050846464931964874,-0.0023819133639335632,False,109
0,12,0-64,13,0.03417915105819702,-0.02858024835586548,False,109
0,13,0-64,8704,-0.07439413666725159,0.023088544607162476,False,109
0,14,0-64,1340,-0.020845770835876465,0.0016342401504516602,False,109
0,15,0-64,6088,0.0015963680343702435,-4.395178984850645e-05,False,109
0,16,0-64,4279,0.0028633568435907364,0.0012459252029657364,False,109
0,17,0-64,438,0.0166404377669096,0.004277003929018974,False,109
0,18,0-64,1657,0.0011728082317858934,8.561951108276844e-05,False,109
0,19,0-64,304,0.048065900802612305,-0.29564595222473145,False,109
0,20,0-64,3217,0.0010371787939220667,0.0001922233495861292,False,109
0,21,0-64,438,0.03695841506123543,0.00010462477803230286,False,109
0,22,0-64,1340,-0.04559946060180664,-0.029261112213134766,False,109
0,23,0-64,1521,0.005353637970983982,0.0005013430491089821,False,109
0,24,0-64,304,0.00017510310863144696,5.684749339707196e-05,False,109
0,25,0-64,5813,0.00010549465514486656,1.7756618035491556e-05,False,109
0,26,0-64,11,0.05091240257024765,0.005252383649349213,False,109
0,27,0-64,1340,-0.06535279750823975,0.001061081886291504,False,109
0,28,0-64,6088,0.008764726109802723,0.0015263380482792854,False,109
0,29,0-64,17767,-0.08315408229827881,-0.04921853542327881,False,109
0,30,0-64,1124,-0.03259965777397156,-0.053693026304244995,False,109
0,31,0-64,37018,0.0008790204883553088,-9.803974535316229e-06,False,109
0,32,0-64,90,0.00011467275908216834,1.930532744154334e-05,False,109
0,33,0-64,19,0.0549793466925621,0.00041773170232772827,False,109
0,34,0-64,23,7.509902934543788e-05,3.5044708056375384e-05,False,109
0,35,0-64,15170,0.0005118728731758893,1.5962228644639254e-05,False,109
0,36,0-64,17,1.0847986231965479e-05,-5.961055649095215e-07,False,109
0,37,0-64,92,2.610649426060263e-05,1.3109620340401307e-06,False,109
0,38,0-64,284,0.014178493060171604,0.002452113665640354,False,109
0,39,0-64,220,0.001116844010539353,0.0001955946208909154,False,109
0,40,0-64,17,1.2755313036905136e-05,5.125918505655136e-06,False,109
0,41,0-64,19,2.50339189733495e-06,2.50339189733495e-06,False,109
0,42,0-64,1124,0.002768733073025942,0.0009662886150181293,False,109
0,43,0-64,8,0.0001995364436879754,3.741180989891291e-05,False,109
0,44,0-64,26111,0.012928357347846031,0.004812588915228844,False,109
0,45,0-64,304,0.014963644556701183,0.003208654932677746,False,109
0,46,0-64,3217,0.0006422125734388828,9.289616718888283e-05,False,109
0,47,0-64,382,0.060279399156570435,-0.05512663722038269,False,109
0,48,0-64,8304,0.0012337700463831425,0.00026674428954720497,False,109
0,49,0-64,220,2.8371408916427754e-05,1.3112619853927754e-05,False,109
0,50,0-64,17,4.291525328881107e-06,4.7682806325610727e-07,False,109
0,51,0-64,25,2.932505594799295e-05,6.436872354242951e-06,False,109
0,52,0-64,2691,-0.02105128765106201,-0.10340487957000732,False,109
0,53,0-64,279,0.020468907430768013,0.0018093157559633255,False,109
0,54,0-64,1372,0.03104766644537449,-0.005270158872008324,False,109
0,55,0-64,315,0.000539634027518332,0.0001944039249792695,False,109
0,56,0-64,26111,0.0029012751765549183,0.0018255305476486683,False,109
0,57,0-64,6088,0.0033424007706344128,-0.0009453189559280872,False,109
0,58,0-64,304,0.0001802282058633864,2.3825617972761393e-05,False,109
0,59,0-64,5813,0.019819671288132668,0.0014671627432107925,False,109
0,60,0-64,323,0.10315442830324173,-0.00401567667722702,False,109
0,61,0-64,3217,-0.022755861282348633,0.009890317916870117,False,109
0,62,0-64,3786,-0.0015670061111450195,-0.17543137073516846,False,109
